airline,price,duration,stops,departure,arrival,returns,datetime
IberiaOperado por Air Nostrum for Iberia,370 €,23 h 30 min,1 escala,19:45,19:15+1,ida y vuelta,2023-04-22T21:38:45.795408
VuelingIberia,388 €,13 h 35 min,1 escala,9:30,23:05,ida y vuelta,2023-04-22T21:38:45.795408
VuelingIberia,463 €,12 h 25 min,1 escala,22:35,11:00+1,ida y vuelta,2023-04-22T21:38:45.795408
"Iberia,VuelingOperado por Iberia Express",466 €,12 h 10 min,1 escala,22:45,10:55+1,ida y vuelta,2023-04-22T21:38:45.795408
"Iberia,VuelingOperado por Iberia Express",508 €,23 h 30 min,1 escala,11:25,10:55+1,ida y vuelta,2023-04-22T21:38:45.795408
"Iberia,Vueling",714 €,27 h,1 escala,14:35,17:35+1,ida y vuelta,2023-04-22T21:38:45.795408
"Iberia,Vueling",714 €,21 h 30 min,1 escala,20:05,17:35+1,ida y vuelta,2023-04-22T21:38:45.795408
"Iberia,Vueling",725 €,25 h 5 min,1 escala,16:30,17:35+1,ida y vuelta,2023-04-22T21:38:45.795408
VuelingIberia,729 €,19 h 45 min,1 escala,22:35,18:20+1,ida y vuelta,2023-04-22T21:38:45.795408
VuelingIberia,729 €,24 h 30 min,1 escala,22:35,23:05+1,ida y vuelta,2023-04-22T21:38:45.795408
VuelingIberia,746 €,23 h 50 min,1 escala,18:30,18:20+1,ida y vuelta,2023-04-22T21:38:45.795408
Aer Lingus,798 €,29 h 35 min,1 escala,10:40,16:15+1,ida y vuelta,2023-04-22T21:38:45.795408
"Iberia,VuelingOperado por Air Nostrum for Iberia,Air Nostrum for Iberia",908 €,27 h 5 min,2 escalas,7:55,11:00+1,ida y vuelta,2023-04-22T21:38:45.795408
VuelingIberia,1.019 €,21 h 20 min,1 escala,13:40,11:00+1,ida y vuelta,2023-04-22T21:38:45.795408
VuelingIberia,1.031 €,16 h 30 min,1 escala,18:30,11:00+1,ida y vuelta,2023-04-22T21:38:45.795408
"Iberia,Aer LingusOperado por Iberia Express",1.566 €,23 h 25 min,1 escala,16:50,16:15+1,ida y vuelta,2023-04-22T21:38:45.795408
Ryanair,45 €,1 h 35 min,Directo,20:10,21:45,ida y vuelta,2023-04-22T21:39:15.976927
Ryanair,57 €,1 h 35 min,Directo,13:00,14:35,ida y vuelta,2023-04-22T21:39:15.976927
Iberia ExpressIberia,170 €,1 h 25 min,Directo,18:15,19:40,ida y vuelta,2023-04-22T21:39:15.976927
"Iberia Express,IberiaOperado por Air Nostrum for Iberia",152 €,15 h 55 min,1 escala,7:05,23:00,ida y vuelta,2023-04-22T21:39:15.976927
Billetes separados que se han reservado juntos,162 €,"Iberia Express,Swiftair",MAD–MAH,7:05,10:45,ida y vuelta,2023-04-22T21:39:15.976927
Billetes separados que se han reservado juntos,165 €,"Air Europa,Vueling",MAD–MAH,6:40,12:20,ida y vuelta,2023-04-22T21:39:15.976927
"Iberia Express,IberiaOperado por Air Nostrum for Iberia",172 €,7 h 35 min,1 escala,7:05,14:40,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",172 €,9 h 10 min,1 escala,22:40,7:50+1,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",173 €,14 h 40 min,1 escala,22:40,13:20+1,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",173 €,16 h,1 escala,22:40,14:40+1,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",173 €,17 h 25 min,1 escala,22:40,16:05+1,ida y vuelta,2023-04-22T21:39:15.976927
Vueling,173 €,12 h 45 min,1 escala,9:30,22:15,ida y vuelta,2023-04-22T21:39:15.976927
Vueling,178 €,8 h 35 min,1 escala,13:40,22:15,ida y vuelta,2023-04-22T21:39:15.976927
Vueling,178 €,3 h 45 min,1 escala,18:30,22:15,ida y vuelta,2023-04-22T21:39:15.976927
Billetes separados que se han reservado juntos,184 €,easyJet,MAD–MAH,16:10,21:40,ida y vuelta,2023-04-22T21:39:15.976927
Vueling,188 €,13 h 30 min,1 escala,18:30,8:00+1,ida y vuelta,2023-04-22T21:39:15.976927
VuelingIberia,188 €,9 h 25 min,1 escala,22:35,8:00+1,ida y vuelta,2023-04-22T21:39:15.976927
Vueling,188 €,11 h 25 min,1 escala,22:35,10:00+1,ida y vuelta,2023-04-22T21:39:15.976927
Billetes separados que se han reservado juntos,189 €,Vueling,MAD–MAH,13:40,18:00,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",195 €,3 h 20 min,1 escala,19:40,23:00,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",195 €,12 h 10 min,1 escala,19:40,7:50+1,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",196 €,17 h 40 min,1 escala,19:40,13:20+1,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",196 €,19 h,1 escala,19:40,14:40+1,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Air Nostrum for Iberia,Air Nostrum for Iberia",196 €,15 h 35 min,1 escala,23:00,14:35+1,ida y vuelta,2023-04-22T21:39:15.976927
Vueling,203 €,8 h 30 min,1 escala,9:30,18:00,ida y vuelta,2023-04-22T21:39:15.976927
Billetes separados que se han reservado juntos,206 €,Vueling,MAD–MAH,9:30,13:25,ida y vuelta,2023-04-22T21:39:15.976927
Billetes separados que se han reservado juntos,212 €,"Air Europa,Vueling",MAD–MAH,7:30,13:25,ida y vuelta,2023-04-22T21:39:15.976927
Billetes separados que se han reservado juntos,213 €,Iberia,MAD–MAH,18:15,19:40,ida y vuelta,2023-04-22T21:39:15.976927
Billetes separados que se han reservado juntos,215 €,"Iberia Express,Iberia",MAD–MAH,7:05,11:45,ida y vuelta,2023-04-22T21:39:15.976927
"Iberia Express,IberiaOperado por Air Nostrum for Iberia",222 €,6 h 15 min,1 escala,7:05,13:20,ida y vuelta,2023-04-22T21:39:15.976927
"Iberia Express,IberiaOperado por Air Nostrum for Iberia",222 €,9 h 5 min,1 escala,7:05,16:10,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",222 €,7 h 20 min,1 escala,15:40,23:00,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",223 €,14 h 20 min,1 escala,7:25,21:45,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",223 €,16 h 10 min,1 escala,15:40,7:50+1,ida y vuelta,2023-04-22T21:39:15.976927
Vueling,223 €,10 h 35 min,1 escala,9:30,20:05,ida y vuelta,2023-04-22T21:39:15.976927
Vueling,228 €,6 h 25 min,1 escala,13:40,20:05,ida y vuelta,2023-04-22T21:39:15.976927
Iberia,236 €,1 h 25 min,Directo,11:05,12:30,ida y vuelta,2023-04-22T21:39:15.976927
"Iberia Express,IberiaOperado por Air Nostrum for Iberia",252 €,12 h 5 min,1 escala,7:05,19:10,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",252 €,3 h 30 min,1 escala,15:40,19:10,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",252 €,13 h 10 min,1 escala,22:40,11:50+1,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",253 €,16 h 10 min,1 escala,19:40,11:50+1,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",292 €,10 h 10 min,1 escala,11:35,21:45,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Air Nostrum for Iberia,Air Nostrum for Iberia",346 €,6 h 40 min,1 escala,7:55,14:35,ida y vuelta,2023-04-22T21:39:15.976927
"Air Europa,Swiftair",451 €,13 h,1 escala,21:45,10:45+1,ida y vuelta,2023-04-22T21:39:15.976927
"Air Europa,SwiftairOperado por Air Europa Express",452 €,15 h 45 min,1 escala,19:00,10:45+1,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",465 €,13 h 30 min,1 escala,19:40,9:10+1,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",465 €,10 h 30 min,1 escala,22:40,9:10+1,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",548 €,5 h 40 min,1 escala,15:40,21:20,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",635 €,3 h 5 min,1 escala,15:40,18:45,ida y vuelta,2023-04-22T21:39:15.976927
"IberiaOperado por Iberia Express,Air Nostrum for Iberia",636 €,19 h 35 min,1 escala,22:40,18:15+1,ida y vuelta,2023-04-22T21:39:15.976927
Iberia Express,73 €,1 h 10 min,Directo,7:20,8:30,ida y vuelta,2023-04-22T21:39:52.496278
IberiaOperado por Iberia Express,89 €,1 h 10 min,Directo,7:20,8:30,ida y vuelta,2023-04-22T21:39:52.496278
Iberia Express,95 €,1 h 10 min,Directo,19:45,20:55,ida y vuelta,2023-04-22T21:39:52.496278
IberiaOperado por Iberia Express,115 €,1 h 10 min,Directo,19:45,20:55,ida y vuelta,2023-04-22T21:39:52.496278
Iberia Express,177 €,1 h 10 min,Directo,16:00,17:10,ida y vuelta,2023-04-22T21:39:52.496278
"IberiaOperado por Air Nostrum for Iberia,Air Nostrum for Iberia",191 €,7 h 5 min,1 escala,7:55,15:00,ida y vuelta,2023-04-22T21:39:52.496278
IberiaOperado por Iberia Express,194 €,1 h 10 min,Directo,16:00,17:10,ida y vuelta,2023-04-22T21:39:52.496278
"IberiaOperado por Air Nostrum for Iberia,Air Nostrum for Iberia",195 €,23 h 35 min,1 escala,23:00,22:35+1,ida y vuelta,2023-04-22T21:39:52.496278
VuelingIberia,228 €,12 h 15 min,1 escala,22:35,10:50+1,ida y vuelta,2023-04-22T21:39:52.496278
VuelingIberia,238 €,14 h 50 min,1 escala,22:35,13:25+1,ida y vuelta,2023-04-22T21:39:52.496278
Iberia Express,248 €,1 h 10 min,Directo,11:40,12:50,ida y vuelta,2023-04-22T21:39:52.496278
VuelingIberia,248 €,5 h 40 min,1 escala,16:30,22:10,ida y vuelta,2023-04-22T21:39:52.496278
IberiaOperado por Iberia Express,269 €,1 h 10 min,Directo,11:40,12:50,ida y vuelta,2023-04-22T21:39:52.496278
"Iberia,VuelingOperado por Iberia Express",319 €,13 h 15 min,1 escala,22:45,12:00+1,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Portugalia Airlines,338 €,6 h 35 min,1 escala,17:55,0:30+1,ida y vuelta,2023-04-22T21:39:52.496278
"Tap Air PortugalOperado por Bulgaria Air,Portugalia Airlines",359 €,4 h 20 min,1 escala,20:10,0:30+1,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Portugalia Airlines,359 €,11 h 15 min,1 escala,22:15,9:30+1,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Xfly,364 €,26 h 15 min,1 escala,22:15,0:30+2,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Portugalia Airlines,391 €,16 h 50 min,1 escala,7:40,0:30+1,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Portugalia Airlines,391 €,15 h 35 min,1 escala,17:55,9:30+1,ida y vuelta,2023-04-22T21:39:52.496278
"Tap Air PortugalOperado por Bulgaria Air,Portugalia Airlines",391 €,13 h 20 min,1 escala,20:10,9:30+1,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Portugalia Airlines,394 €,25 h 50 min,1 escala,7:40,9:30+1,ida y vuelta,2023-04-22T21:39:52.496278
"Iberia,VuelingOperado por Iberia Express",403 €,18 h 45 min,1 escala,22:45,17:30+1,ida y vuelta,2023-04-22T21:39:52.496278
"Iberia,VuelingOperado por Iberia Express",403 €,24 h 55 min,1 escala,22:45,23:40+1,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Portugalia Airlines,440 €,13 h 25 min,1 escala,11:05,0:30+1,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Portugalia Airlines,440 €,8 h 10 min,1 escala,16:20,0:30+1,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Portugalia Airlines,443 €,22 h 25 min,1 escala,11:05,9:30+1,ida y vuelta,2023-04-22T21:39:52.496278
"IberiaOperado por Mel Air for Airnostrum as Iberia,Mel Air for Airnostrum as Iberia",489 €,23 h 10 min,1 escala,16:55,16:05+1,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Portugalia Airlines,490 €,10 h 55 min,1 escala,13:35,0:30+1,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Portugalia Airlines,490 €,19 h 55 min,1 escala,13:35,9:30+1,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Portugalia Airlines,490 €,17 h 10 min,1 escala,16:20,9:30+1,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Xfly,490 €,17 h 20 min,1 escala,22:15,15:35+1,ida y vuelta,2023-04-22T21:39:52.496278
"Tap Air PortugalOperado por Bulgaria Air,Xfly",537 €,19 h 25 min,1 escala,20:10,15:35+1,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Xfly,540 €,26 h,1 escala,13:35,15:35+1,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Xfly,540 €,23 h 15 min,1 escala,16:20,15:35+1,ida y vuelta,2023-04-22T21:39:52.496278
Tap Air PortugalOperado por Xfly,540 €,21 h 40 min,1 escala,17:55,15:35+1,ida y vuelta,2023-04-22T21:39:52.496278
"Iberia,VuelingOperado por Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia",627 €,12 h 30 min,2 escalas,9:40,22:10,ida y vuelta,2023-04-22T21:39:52.496278
"Iberia,Vueling",652 €,9 h,1 escala,14:35,23:35,ida y vuelta,2023-04-22T21:39:52.496278
"Iberia,VuelingOperado por Air Nostrum for Iberia,Mel Air for Airnostrum as Iberia",660 €,8 h 10 min,2 escalas,9:40,17:50,ida y vuelta,2023-04-22T21:39:52.496278
"Iberia,Vueling",677 €,16 h 30 min,1 escala,20:05,12:35+1,ida y vuelta,2023-04-22T21:39:52.496278
VuelingIberia,689 €,18 h 45 min,1 escala,22:35,17:20+1,ida y vuelta,2023-04-22T21:39:52.496278
VuelingIberia,703 €,20 h 45 min,1 escala,22:35,19:20+1,ida y vuelta,2023-04-22T21:39:52.496278
VuelingIberia,703 €,23 h 35 min,1 escala,22:35,22:10+1,ida y vuelta,2023-04-22T21:39:52.496278
VuelingIberia,737 €,18 h 20 min,1 escala,16:30,10:50+1,ida y vuelta,2023-04-22T21:39:52.496278
"Iberia,Vueling",737 €,12 h,1 escala,11:35,23:35,ida y vuelta,2023-04-22T21:39:52.496278
VuelingIberia,747 €,20 h 55 min,1 escala,16:30,13:25+1,ida y vuelta,2023-04-22T21:39:52.496278
"Iberia,Vueling",783 €,13 h 50 min,1 escala,9:45,23:35,ida y vuelta,2023-04-22T21:39:52.496278
British Airways,804 €,20 h 40 min,1 escala,20:45,17:25+1,ida y vuelta,2023-04-22T21:39:52.496278
"Iberia,Vueling",819 €,16 h 5 min,1 escala,7:30,23:35,ida y vuelta,2023-04-22T21:39:52.496278
Lufthansa,974 €,29 h 10 min,1 escala,7:15,12:25+1,ida y vuelta,2023-04-22T21:39:52.496278
Lufthansa,974 €,24 h 30 min,1 escala,11:55,12:25+1,ida y vuelta,2023-04-22T21:39:52.496278
Lufthansa,974 €,21 h 10 min,1 escala,15:15,12:25+1,ida y vuelta,2023-04-22T21:39:52.496278
Lufthansa,4.190 €,23 h 25 min,1 escala,13:00,12:25+1,ida y vuelta,2023-04-22T21:39:52.496278
Air FranceOperado por HOP!,Precio no disponible,10 h 40 min,1 escala,6:10,16:50,No disponible,2023-04-22T21:39:52.496278
"Air FranceOperado por HOP!,HOP!",Precio no disponible,6 h 45 min,1 escala,10:05,16:50,No disponible,2023-04-22T21:39:52.496278
Iberia Express,108 €,3 h 10 min,Directo,11:25,13:35,ida y vuelta,2023-04-22T21:40:25.653913
IberiaOperado por Iberia Express,122 €,3 h 10 min,Directo,11:25,13:35,ida y vuelta,2023-04-22T21:40:25.653913
"Iberia,Binter CanariasOperado por Iberia Express",161 €,18 h 55 min,1 escala,23:55,17:50+1,ida y vuelta,2023-04-22T21:40:25.653913
Iberia Express,164 €,3 h 10 min,Directo,14:35,16:45,ida y vuelta,2023-04-22T21:40:25.653913
IberiaOperado por Iberia Express,181 €,3 h 10 min,Directo,14:35,16:45,ida y vuelta,2023-04-22T21:40:25.653913
"Iberia,Binter CanariasOperado por Iberia Express",172 €,11 h 20 min,1 escala,7:30,17:50,ida y vuelta,2023-04-22T21:40:25.653913
"Iberia,Binter CanariasOperado por Iberia Express",176 €,11 h 15 min,2 escalas,7:35,17:50,ida y vuelta,2023-04-22T21:40:25.653913
"Iberia,Binter CanariasOperado por Iberia Express",176 €,11 h 15 min,2 escalas,7:35,17:50,ida y vuelta,2023-04-22T21:40:25.653913
"Iberia,Binter CanariasOperado por Iberia Express",176 €,11 h 15 min,2 escalas,7:35,17:50,ida y vuelta,2023-04-22T21:40:25.653913
"Iberia,Binter CanariasOperado por Iberia Express",224 €,9 h 25 min,1 escala,9:25,17:50,ida y vuelta,2023-04-22T21:40:25.653913
"Iberia,Binter CanariasOperado por Iberia Express",228 €,20 h 5 min,2 escalas,22:45,17:50+1,ida y vuelta,2023-04-22T21:40:25.653913
"Iberia,Binter CanariasOperado por Iberia Express",229 €,20 h 5 min,2 escalas,22:45,17:50+1,ida y vuelta,2023-04-22T21:40:25.653913
"Iberia,Binter CanariasOperado por Iberia Express",229 €,20 h 5 min,2 escalas,22:45,17:50+1,ida y vuelta,2023-04-22T21:40:25.653913
"Iberia,Binter CanariasOperado por Iberia Express",243 €,6 h 55 min,1 escala,11:55,17:50,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",341 €,22 h 25 min,1 escala,15:05,12:30+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",361 €,26 h 10 min,1 escala,7:05,8:15+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",361 €,21 h 35 min,1 escala,11:40,8:15+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",372 €,28 h 10 min,1 escala,7:05,10:15+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",372 €,23 h 35 min,1 escala,11:40,10:15+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",372 €,33 h 5 min,1 escala,11:40,19:45+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",376 €,21 h 55 min,2 escalas,15:35,12:30+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",376 €,21 h 55 min,2 escalas,15:35,12:30+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",441 €,17 h 30 min,1 escala,20:00,12:30+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",456 €,14 h 15 min,1 escala,19:00,8:15+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",457 €,18 h 15 min,1 escala,15:00,8:15+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",457 €,23 h 30 min,1 escala,19:00,17:30+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",463 €,20 h 15 min,1 escala,15:00,10:15+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",463 €,27 h 30 min,1 escala,15:00,17:30+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",463 €,25 h 45 min,1 escala,19:00,19:45+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",484 €,29 h 45 min,1 escala,15:00,19:45+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",496 €,6 h 25 min,1 escala,7:05,12:30,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",523 €,16 h 15 min,1 escala,19:00,10:15+1,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",628 €,11 h 25 min,1 escala,7:05,17:30,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",628 €,13 h 55 min,1 escala,7:05,20:00,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",628 €,6 h 50 min,1 escala,11:40,17:30,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",628 €,9 h 20 min,1 escala,11:40,20:00,ida y vuelta,2023-04-22T21:40:25.653913
"Air Europa,canaryfly",628 €,6 h,1 escala,15:00,20:00,ida y vuelta,2023-04-22T21:40:25.653913
VuelingIberia,979 €,21 h 50 min,1 escala,22:35,19:25+1,ida y vuelta,2023-04-22T21:40:25.653913
VuelingIberia,1.019 €,26 h,1 escala,18:25,19:25+1,ida y vuelta,2023-04-22T21:40:25.653913
